Gene_Id,padj,logFC,Classification
212757_s_at,0.9054,0.1449043,Not Significant
212111_at,0.9055,0.1638437,Not Significant
207096_at,0.9055,-0.0907231,Not Significant
37254_at,0.9056,0.0827505,Not Significant
36994_at,0.9056,0.144896,Not Significant
213197_at,0.9056,0.2091722,Not Significant
201854_s_at,0.9056,0.1133044,Not Significant
201154_x_at,0.9056,0.1577461,Not Significant
203570_at,0.9056,0.1523543,Not Significant
213809_x_at,0.9056,0.2062958,Not Significant
215764_x_at,0.9057,0.1162714,Not Significant
205962_at,0.9059,-0.1245556,Not Significant
212871_at,0.9059,0.1068504,Not Significant
205743_at,0.906,0.1150123,Not Significant
211215_x_at,0.906,-0.1320173,Not Significant
215704_at,0.906,0.1674396,Not Significant
207403_at,0.906,0.0856131,Not Significant
218353_at,0.906,-0.1389048,Not Significant
202893_at,0.906,-0.1088862,Not Significant
203353_s_at,0.906,-0.1171024,Not Significant
207991_x_at,0.906,0.0799981,Not Significant
201914_s_at,0.906,0.0942807,Not Significant
209491_s_at,0.906,-0.1108628,Not Significant
206650_at,0.906,-0.1092947,Not Significant
206901_at,0.906,0.09895,Not Significant
208346_at,0.9061,-0.1193772,Not Significant
214556_at,0.9061,0.1054292,Not Significant
211017_s_at,0.9061,-0.1277386,Not Significant
207842_s_at,0.9062,-0.1646205,Not Significant
201261_x_at,0.9062,-0.2055244,Not Significant
202130_at,0.9063,-0.108153,Not Significant
221840_at,0.9063,0.1121788,Not Significant
216309_x_at,0.9063,-0.1372174,Not Significant
216029_at,0.9063,0.084515,Not Significant
211604_x_at,0.9065,0.1209739,Not Significant
201554_x_at,0.9066,-0.1536999,Not Significant
209168_at,0.9066,0.1492501,Not Significant
211659_at,0.9066,-0.1194636,Not Significant
218938_at,0.9067,-0.1260517,Not Significant
216776_at,0.9067,0.1005395,Not Significant
217439_at,0.9067,-0.151409,Not Significant
37012_at,0.9067,0.095153,Not Significant
209172_s_at,0.9068,0.2404015,Not Significant
202952_s_at,0.9069,0.2165866,Not Significant
205794_s_at,0.9069,-0.0990321,Not Significant
220083_x_at,0.9069,0.2596214,Not Significant
209492_x_at,0.9069,-0.093168,Not Significant
212890_at,0.9069,-0.1792872,Not Significant
202415_s_at,0.907,0.1442918,Not Significant
217075_x_at,0.907,-0.16449540000000001,Not Significant
201120_s_at,0.907,-0.1013102,Not Significant
216548_x_at,0.9073,-0.1961171,Not Significant
216086_at,0.9073,0.0953004,Not Significant
202468_s_at,0.9074,0.1358811,Not Significant
216143_at,0.9074,-0.1561094,Not Significant
211436_at,0.9074,0.1072608,Not Significant
208806_at,0.9074,-0.1908355,Not Significant
205967_at,0.9075,0.0934113,Not Significant
215637_at,0.9076,-0.1449009,Not Significant
201141_at,0.9077,0.0972288,Not Significant
219507_at,0.9078,-0.1119633,Not Significant
209031_at,0.9078,0.2347194,Not Significant
204136_at,0.9079,-0.1175846,Not Significant
211038_s_at,0.9079,0.148113,Not Significant
209733_at,0.9079,-0.2153107,Not Significant
215026_x_at,0.9079,-0.0951947,Not Significant
201246_s_at,0.9079,0.1269353,Not Significant
218169_at,0.9079,-0.0986164,Not Significant
222189_at,0.9079,-0.1779905,Not Significant
221026_s_at,0.9079,-0.1987109,Not Significant
202280_at,0.9079,0.1498322,Not Significant
215644_at,0.9079,-0.0966862,Not Significant
208454_s_at,0.9079,-0.0945249,Not Significant
205698_s_at,0.9079,-0.1466371,Not Significant
222209_s_at,0.9079,0.2730681,Not Significant
205329_s_at,0.9082,-0.1389425,Not Significant
210976_s_at,0.9082,-0.1206056,Not Significant
200012_x_at,0.9082,-0.109482,Not Significant
202166_s_at,0.9082,0.1280552,Not Significant
220860_at,0.9083,0.1181866,Not Significant
210367_s_at,0.9083,-0.0997934,Not Significant
208022_s_at,0.9083,-0.1716242,Not Significant
209296_at,0.9084,-0.1020327,Not Significant
208235_x_at,0.9084,0.1594908,Not Significant
219199_at,0.9088,-0.1493546,Not Significant
203670_at,0.9088,0.1413235,Not Significant
211998_at,0.9088,0.2642236,Not Significant
217452_s_at,0.909,0.2458126,Not Significant
219006_at,0.9093,0.1137336,Not Significant
208121_s_at,0.9095,-0.1984325,Not Significant
202265_at,0.9095,0.0854146,Not Significant
222285_at,0.9095,-0.1846764,Not Significant
221354_s_at,0.9095,0.2322018,Not Significant
216227_at,0.9095,0.1478768,Not Significant
214497_s_at,0.9095,0.1725734,Not Significant
219690_at,0.9095,0.1236809,Not Significant
210622_x_at,0.9095,-0.1997224,Not Significant
207060_at,0.9095,0.1007803,Not Significant
219162_s_at,0.9095,-0.1533362,Not Significant
221394_at,0.9095,0.1133317,Not Significant
207624_s_at,0.9095,0.0923864,Not Significant
219503_s_at,0.9095,0.092115,Not Significant
218800_at,0.9095,-0.1653201,Not Significant
201433_s_at,0.9095,0.0831296,Not Significant
203688_at,0.9095,0.2739152,Not Significant
222086_s_at,0.9095,-0.1025519,Not Significant
203579_s_at,0.9095,-0.1055649,Not Significant
212998_x_at,0.9095,0.1981533,Not Significant
204347_at,0.9095,0.1807263,Not Significant
219483_s_at,0.9095,0.1308188,Not Significant
200808_s_at,0.9095,0.1607038,Not Significant
219263_at,0.9095,0.2207708,Not Significant
221158_at,0.9095,-0.1097514,Not Significant
205027_s_at,0.9097,0.1341979,Not Significant
220121_at,0.9097,0.1151869,Not Significant
200617_at,0.9097,0.0842257,Not Significant
206371_at,0.9097,0.1304714,Not Significant
220845_at,0.9097,0.0988947,Not Significant
203768_s_at,0.9097,-0.1020781,Not Significant
208281_x_at,0.9097,-0.2309803,Not Significant
221591_s_at,0.9097,0.146152,Not Significant
205429_s_at,0.9097,-0.1087906,Not Significant
204231_s_at,0.9097,-0.1195642,Not Significant
205457_at,0.9097,0.1458288,Not Significant
214852_x_at,0.9097,-0.1019412,Not Significant
211005_at,0.9097,0.0969299,Not Significant
209273_s_at,0.9097,0.2284706,Not Significant
203134_at,0.9097,-0.1668617,Not Significant
208221_s_at,0.9097,-0.16053,Not Significant
204320_at,0.9097,0.2417677,Not Significant
219825_at,0.9097,0.110818,Not Significant
217074_at,0.9097,-0.1167663,Not Significant
222004_s_at,0.9097,-0.0894016,Not Significant
202625_at,0.91,-0.1027727,Not Significant
216683_at,0.9102,-0.0991782,Not Significant
205654_at,0.9102,0.1815371,Not Significant
205217_at,0.9102,0.1606066,Not Significant
221090_s_at,0.9102,-0.1256313,Not Significant
217340_at,0.9102,0.0880201,Not Significant
217908_s_at,0.9102,0.0882606,Not Significant
217502_at,0.9102,-0.1849072,Not Significant
208115_x_at,0.9102,-0.1564419,Not Significant
209507_at,0.9102,0.1103155,Not Significant
202430_s_at,0.9103,0.3951165,Not Significant
220613_s_at,0.9103,-0.3005599,Not Significant
208130_s_at,0.9103,-0.134965,Not Significant
204531_s_at,0.9103,0.1691849,Not Significant
208078_s_at,0.9103,0.1507554,Not Significant
217245_at,0.9106,0.0992707,Not Significant
213878_at,0.9106,0.0990253,Not Significant
205696_s_at,0.9106,0.1505819,Not Significant
215554_at,0.9106,0.1535311,Not Significant
208577_at,0.9106,0.1164682,Not Significant
217010_s_at,0.9106,-0.1970905,Not Significant
202644_s_at,0.9106,-0.0890072,Not Significant
203381_s_at,0.9109,0.0935625,Not Significant
213064_at,0.9109,0.0785444,Not Significant
211605_s_at,0.911,0.1558987,Not Significant
219846_at,0.911,0.1596086,Not Significant
219355_at,0.911,0.0904551,Not Significant
215199_at,0.911,-0.0959904,Not Significant
210465_s_at,0.911,-0.1931623,Not Significant
210973_s_at,0.911,-0.1883072,Not Significant
204361_s_at,0.911,-0.1460971,Not Significant
211568_at,0.911,-0.169594,Not Significant
219599_at,0.911,-0.0967885,Not Significant
213087_s_at,0.911,-0.1073486,Not Significant
212226_s_at,0.911,-0.100828,Not Significant
208036_at,0.911,-0.1407544,Not Significant
214706_at,0.9111,-0.0868884,Not Significant
221608_at,0.9111,0.2297469,Not Significant
217567_at,0.9111,-0.1584708,Not Significant
209924_at,0.9111,-0.216708,Not Significant
213291_s_at,0.9111,-0.1127157,Not Significant
203489_at,0.9111,0.1429217,Not Significant
209078_s_at,0.9111,-0.1659275,Not Significant
214624_at,0.9111,-0.098305,Not Significant
215771_x_at,0.9111,-0.1909504,Not Significant
222141_at,0.9111,0.243569,Not Significant
216406_at,0.9111,0.1209426,Not Significant
202484_s_at,0.9111,0.1507259,Not Significant
207287_at,0.9113,-0.1912071,Not Significant
217800_s_at,0.9113,0.1096549,Not Significant
219685_at,0.9113,-0.0871018,Not Significant
201215_at,0.9113,0.1264115,Not Significant
202779_s_at,0.9113,-0.1711117,Not Significant
203830_at,0.9115,0.1910634,Not Significant
202078_at,0.9115,0.2016732,Not Significant
209891_at,0.9115,0.1503898,Not Significant
211441_x_at,0.9115,-0.0797497,Not Significant
202116_at,0.9115,-0.0859341,Not Significant
204617_s_at,0.9115,-0.1045103,Not Significant
215537_x_at,0.9115,-0.1204465,Not Significant
208212_s_at,0.9115,0.0735401,Not Significant
219605_at,0.9115,-0.1232932,Not Significant
204125_at,0.9115,-0.1392688,Not Significant
201768_s_at,0.9116,-0.1378708,Not Significant
46256_at,0.9116,0.0781714,Not Significant
219887_at,0.9116,-0.1009501,Not Significant
207954_at,0.9116,-0.0768592,Not Significant
217651_at,0.9116,-0.1601,Not Significant
221407_at,0.9116,0.1047054,Not Significant
208567_s_at,0.9116,0.1301316,Not Significant
214004_s_at,0.9116,-0.1741276,Not Significant
220281_at,0.9116,-0.1853164,Not Significant
208515_at,0.9116,-0.1645956,Not Significant
206513_at,0.9116,-0.2073121,Not Significant
213262_at,0.9116,0.1594904,Not Significant
200683_s_at,0.9116,-0.128217,Not Significant
204576_s_at,0.9116,0.1356856,Not Significant
219325_s_at,0.9116,-0.0812817,Not Significant
203085_s_at,0.9116,-0.0974684,Not Significant
204331_s_at,0.9116,-0.1281587,Not Significant
217648_at,0.9116,-0.1726639,Not Significant
207755_at,0.9116,-0.0923942,Not Significant
211956_s_at,0.9116,-0.0871441,Not Significant
202944_at,0.9116,0.1869465,Not Significant
203137_at,0.9116,0.133826,Not Significant
202002_at,0.9116,-0.1228701,Not Significant
216704_at,0.9116,0.2005141,Not Significant
211331_x_at,0.9116,-0.1290992,Not Significant
204403_x_at,0.9116,0.0815851,Not Significant
220102_at,0.9117,0.0955405,Not Significant
218768_at,0.9117,-0.0776717,Not Significant
222199_s_at,0.9118,0.184188,Not Significant
218306_s_at,0.9118,0.0882415,Not Significant
221623_at,0.9118,-0.1528467,Not Significant
210787_s_at,0.9118,-0.0952064,Not Significant
217863_at,0.9118,-0.1890796,Not Significant
203168_at,0.9118,-0.1003742,Not Significant
217333_at,0.9118,0.0950353,Not Significant
211220_s_at,0.9118,0.1089715,Not Significant
215625_at,0.9118,0.1551672,Not Significant
200025_s_at,0.9118,0.0864604,Not Significant
209196_at,0.9118,-0.0987381,Not Significant
218791_s_at,0.9118,0.108348,Not Significant
201169_s_at,0.912,-0.1630945,Not Significant
210150_s_at,0.912,0.1319439,Not Significant
218046_s_at,0.9121,-0.0861807,Not Significant
208828_at,0.9121,-0.0864364,Not Significant
202627_s_at,0.9121,-0.1271504,Not Significant
204258_at,0.9122,0.265097,Not Significant
218199_s_at,0.9122,-0.0962109,Not Significant
201308_s_at,0.9122,-0.1106034,Not Significant
211089_s_at,0.9122,0.1123194,Not Significant
208340_at,0.9122,-0.1297279,Not Significant
206034_at,0.9122,-0.1056614,Not Significant
212193_s_at,0.9122,-0.2049854,Not Significant
204370_at,0.9122,-0.091017700000000007,Not Significant
212190_at,0.9122,0.0885187,Not Significant
AFFX-r2-Ec-bioC-3_at,0.9122,-0.0980822,Not Significant
201389_at,0.9122,0.1359913,Not Significant
212793_at,0.9122,0.1226969,Not Significant
215663_at,0.9122,-0.0997529,Not Significant
206660_at,0.9122,0.0933963,Not Significant
209999_x_at,0.9122,-0.0893698,Not Significant
203444_s_at,0.9122,-0.1334204,Not Significant
212254_s_at,0.9122,0.2180302,Not Significant
220317_at,0.9122,0.116714,Not Significant
212188_at,0.9122,-0.1547591,Not Significant
211227_s_at,0.9122,-0.1068289,Not Significant
219784_at,0.9122,-0.12201,Not Significant
203632_s_at,0.9122,0.219444,Not Significant
220527_at,0.9122,-0.0999706,Not Significant
211100_x_at,0.9122,-0.1165833,Not Significant
207153_s_at,0.9122,0.1220376,Not Significant
207480_s_at,0.9122,-0.0881419,Not Significant
203775_at,0.9122,0.1855763,Not Significant
214632_at,0.9122,0.0975613,Not Significant
221050_s_at,0.9122,-0.2380331,Not Significant
205181_at,0.9124,-0.1604967,Not Significant
218310_at,0.9124,-0.0963402,Not Significant
215917_at,0.9125,-0.1729795,Not Significant
203361_s_at,0.9125,0.0897717,Not Significant
206423_at,0.9125,0.101837,Not Significant
205951_at,0.9125,0.0875724,Not Significant
204971_at,0.9125,-0.1924151,Not Significant
215849_x_at,0.9125,-0.1650793,Not Significant
202022_at,0.9125,-0.1957314,Not Significant
220893_at,0.9125,-0.100768,Not Significant
209312_x_at,0.9125,0.1066517,Not Significant
212052_s_at,0.9125,-0.1116806,Not Significant
202334_s_at,0.9125,0.0913576,Not Significant
218772_x_at,0.9125,-0.1891794,Not Significant
210599_at,0.9126,-0.1831148,Not Significant
205257_s_at,0.9126,-0.1133798,Not Significant
208195_at,0.9126,0.1369954,Not Significant
216318_at,0.9126,-0.0814238,Not Significant
219317_at,0.9126,0.1027872,Not Significant
217959_s_at,0.9126,0.1765423,Not Significant
220414_at,0.9126,-0.1593114,Not Significant
221626_at,0.9126,-0.1814473,Not Significant
220313_at,0.9126,-0.1132717,Not Significant
213060_s_at,0.9126,-0.0814472,Not Significant
213517_at,0.9126,-0.093875,Not Significant
206618_at,0.9126,-0.1684386,Not Significant
208386_x_at,0.9126,-0.1033652,Not Significant
217531_at,0.9126,-0.1090392,Not Significant
32811_at,0.9126,0.0792844,Not Significant
221383_at,0.9126,0.1008481,Not Significant
201531_at,0.9126,0.102425,Not Significant
212876_at,0.9127,-0.1327678,Not Significant
220615_s_at,0.9127,-0.0884528,Not Significant
206154_at,0.9128,0.131052,Not Significant
207452_s_at,0.9128,-0.2111126,Not Significant
207513_s_at,0.9128,0.1158175,Not Significant
216756_at,0.9128,-0.1063624,Not Significant
206967_at,0.9128,0.1401414,Not Significant
215389_s_at,0.9132,-0.1110569,Not Significant
209578_s_at,0.9132,0.1427037,Not Significant
219102_at,0.9132,-0.0971914,Not Significant
200658_s_at,0.9132,0.1785148,Not Significant
217514_at,0.9132,-0.1698632,Not Significant
215270_at,0.9132,0.1330575,Not Significant
207826_s_at,0.9132,0.1894638,Not Significant
209412_at,0.9132,-0.1011859,Not Significant
221401_at,0.9132,-0.0996995,Not Significant
221337_s_at,0.9132,0.1472562,Not Significant
216505_x_at,0.9132,-0.1148947,Not Significant
202382_s_at,0.9132,-0.166388,Not Significant
215457_at,0.9133,-0.1474933,Not Significant
210651_s_at,0.9134,-0.1049493,Not Significant
218021_at,0.9134,-0.1226504,Not Significant
211652_s_at,0.9134,-0.1095879,Not Significant
218882_s_at,0.9134,0.1560837,Not Significant
208295_x_at,0.9134,-0.1238614,Not Significant
202831_at,0.9134,-0.1129927,Not Significant
220869_at,0.9134,0.091736,Not Significant
219853_at,0.9134,0.1008191,Not Significant
211465_x_at,0.9134,-0.0809682,Not Significant
217407_x_at,0.9134,-0.1695331,Not Significant
207902_at,0.9134,0.0890656,Not Significant
211485_s_at,0.9134,-0.1985911,Not Significant
218904_s_at,0.9135,-0.1195035,Not Significant
220273_at,0.9135,0.1317123,Not Significant
203193_at,0.9135,0.1070186,Not Significant
217449_at,0.9135,-0.1117573,Not Significant
202111_at,0.9135,0.1142907,Not Significant
220286_at,0.9135,-0.2034813,Not Significant
219300_s_at,0.9135,-0.1291032,Not Significant
211067_s_at,0.9135,-0.1333415,Not Significant
201157_s_at,0.9135,-0.087632,Not Significant
214542_x_at,0.9135,-0.1971288,Not Significant
220980_s_at,0.9135,0.0840538,Not Significant
203735_x_at,0.9135,-0.1531563,Not Significant
202654_x_at,0.9136,-0.0726866,Not Significant
211413_s_at,0.9136,0.1771608,Not Significant
220754_at,0.9136,-0.1514114,Not Significant
214019_at,0.9136,0.1208915,Not Significant
217266_at,0.9136,-0.165505,Not Significant
203614_at,0.9137,0.0801311,Not Significant
219797_at,0.9138,-0.0939076,Not Significant
215632_at,0.9138,-0.1133212,Not Significant
210843_s_at,0.9138,0.1578701,Not Significant
210073_at,0.914,-0.0869948,Not Significant
222057_at,0.9141,-0.098576,Not Significant
201127_s_at,0.9141,0.1355329,Not Significant
219715_s_at,0.9142,0.1213681,Not Significant
212181_s_at,0.9143,-0.1122669,Not Significant
210972_x_at,0.9144,-0.0999616,Not Significant
218231_at,0.9144,-0.0921324,Not Significant
211796_s_at,0.9145,-0.0833037,Not Significant
206768_at,0.9145,-0.0844262,Not Significant
210573_s_at,0.9145,-0.1220769,Not Significant
221402_at,0.9145,0.0900933,Not Significant
209269_s_at,0.9145,-0.1766507,Not Significant
214601_at,0.9145,0.1235047,Not Significant
216795_at,0.9145,0.1587076,Not Significant
213951_s_at,0.9145,0.1369096,Not Significant
216982_x_at,0.9147,-0.2511648,Not Significant
203647_s_at,0.9147,-0.2569821,Not Significant
220278_at,0.9147,-0.1436314,Not Significant
220918_at,0.9147,0.132287,Not Significant
202033_s_at,0.9147,0.138453,Not Significant
218037_at,0.9147,0.1520707,Not Significant
209838_at,0.9147,0.1146265,Not Significant
216896_at,0.9147,-0.2095775,Not Significant
205710_at,0.9147,-0.1319786,Not Significant
204873_at,0.9147,0.2392832,Not Significant
220322_at,0.9147,0.1227821,Not Significant
200941_at,0.9147,0.0921334,Not Significant
217239_x_at,0.9147,0.1100008,Not Significant
204035_at,0.9148,0.1210231,Not Significant
208546_x_at,0.9148,0.1467752,Not Significant
203966_s_at,0.9148,0.0795733,Not Significant
209830_s_at,0.9148,-0.1428882,Not Significant
222124_at,0.9149,-0.0882627,Not Significant
213494_s_at,0.9149,-0.1197401,Not Significant
213492_at,0.9151,0.1263329,Not Significant
219157_at,0.9151,0.0869201,Not Significant
211531_x_at,0.9153,0.095075,Not Significant
203064_s_at,0.9153,0.102187,Not Significant
218327_s_at,0.9153,0.129842,Not Significant
217210_at,0.9153,-0.0992054,Not Significant
220219_s_at,0.9153,0.1276384,Not Significant
208987_s_at,0.9153,0.114134,Not Significant
201625_s_at,0.9153,-0.1484331,Not Significant
206773_at,0.9153,-0.0925672,Not Significant
208977_x_at,0.9153,0.2048285,Not Significant
202226_s_at,0.9153,0.1057653,Not Significant
202755_s_at,0.9155,0.2196125,Not Significant
218688_at,0.9156,0.2391537,Not Significant
217879_at,0.9156,0.076496,Not Significant
209425_at,0.9157,-0.1894454,Not Significant
220474_at,0.9157,-0.1258582,Not Significant
206447_at,0.9157,-0.1899562,Not Significant
216184_s_at,0.9157,0.0749553,Not Significant
209014_at,0.9157,0.1198027,Not Significant
221021_s_at,0.9157,0.1519129,Not Significant
216784_at,0.9158,-0.1248285,Not Significant
205706_s_at,0.9158,0.1494027,Not Significant
218893_at,0.9159,-0.1572593,Not Significant
211702_s_at,0.9159,0.0790573,Not Significant
200931_s_at,0.9159,0.1146519,Not Significant
219613_s_at,0.9159,0.1126371,Not Significant
216699_s_at,0.9159,0.145864,Not Significant
219311_at,0.9159,0.0968783,Not Significant
204812_at,0.9159,0.0867634,Not Significant
215627_at,0.9159,0.1615162,Not Significant
220053_at,0.9162,0.1154127,Not Significant
208747_s_at,0.9162,-0.193763,Not Significant
207252_at,0.9162,-0.1002548,Not Significant
207010_at,0.9162,0.0862107,Not Significant
217479_at,0.9162,-0.0890633,Not Significant
204895_x_at,0.9162,-0.2251246,Not Significant
207067_s_at,0.9162,-0.2020652,Not Significant
201976_s_at,0.9162,0.0793917,Not Significant
202000_at,0.9162,-0.0772157,Not Significant
207870_at,0.9163,-0.1487346,Not Significant
205765_at,0.9166,0.1282587,Not Significant
215971_at,0.9166,-0.1827103,Not Significant
200732_s_at,0.9166,-0.0947683,Not Significant
202069_s_at,0.9166,-0.2225664,Not Significant
217303_s_at,0.9166,0.0855844,Not Significant
213414_s_at,0.9166,0.1069647,Not Significant
204923_at,0.9166,-0.086406,Not Significant
210698_at,0.9167,0.1084109,Not Significant
212511_at,0.9167,0.0926052,Not Significant
215351_at,0.9167,-0.1096095,Not Significant
208200_at,0.9167,-0.0744317,Not Significant
220778_x_at,0.9167,0.1691357,Not Significant
208443_x_at,0.9167,-0.0954813,Not Significant
202828_s_at,0.9167,-0.1039119,Not Significant
216815_at,0.9168,-0.1753058,Not Significant
219028_at,0.9168,0.2309507,Not Significant
204405_x_at,0.9168,-0.122911,Not Significant
205632_s_at,0.9168,0.0832089,Not Significant
201616_s_at,0.9168,0.1410409,Not Significant
213815_x_at,0.9168,0.0957702,Not Significant
212092_at,0.9168,0.1970997,Not Significant
215006_at,0.9169,0.1166316,Not Significant
214401_at,0.9169,0.1267672,Not Significant
213047_x_at,0.9169,0.0794225,Not Significant
207783_x_at,0.917,-0.0800465,Not Significant
213949_s_at,0.9172,-0.10658,Not Significant
221382_at,0.9172,-0.1796042,Not Significant
215275_at,0.9173,-0.0850279,Not Significant
219009_at,0.9174,-0.1770891,Not Significant
222295_x_at,0.9174,-0.1123208,Not Significant
206462_s_at,0.9174,-0.0743364,Not Significant
202993_at,0.9174,0.2345943,Not Significant
208026_at,0.9174,-0.0939636,Not Significant
214171_s_at,0.9174,0.1364115,Not Significant
203701_s_at,0.9174,-0.1801022,Not Significant
221284_s_at,0.9174,0.0963405,Not Significant
206910_x_at,0.9174,0.0746864,Not Significant
206659_at,0.9174,0.1185449,Not Significant
202663_at,0.9174,-0.2240689,Not Significant
204469_at,0.9176,0.0917235,Not Significant
213898_at,0.9176,-0.0973399,Not Significant
211693_at,0.9176,-0.0752603,Not Significant
211920_at,0.9177,0.1543504,Not Significant
213742_at,0.9177,-0.0810917,Not Significant
220128_s_at,0.9177,-0.1372637,Not Significant
213564_x_at,0.9177,-0.1585518,Not Significant
201924_at,0.9177,-0.0850162,Not Significant
205814_at,0.9177,0.0971748,Not Significant
206335_at,0.9177,-0.1003583,Not Significant
203262_s_at,0.918,0.1731723,Not Significant
218869_at,0.9181,-0.0761565,Not Significant
215659_at,0.9181,-0.165868,Not Significant
201112_s_at,0.9181,0.0944573,Not Significant
216442_x_at,0.9181,0.1670947,Not Significant
209959_at,0.9181,0.0926541,Not Significant
201774_s_at,0.9181,-0.1713045,Not Significant
212976_at,0.9181,0.1491313,Not Significant
33850_at,0.9181,0.1346877,Not Significant
203724_s_at,0.9181,0.1596062,Not Significant
205136_s_at,0.9181,-0.1726581,Not Significant
217909_s_at,0.9181,-0.0863033,Not Significant
220028_at,0.9181,-0.1080136,Not Significant
214254_at,0.9181,-0.2509317,Not Significant
220702_at,0.9181,-0.1619926,Not Significant
206374_at,0.9181,-0.1105227,Not Significant
212756_s_at,0.9181,-0.0978371,Not Significant
216741_at,0.9181,0.1556413,Not Significant
217584_at,0.9181,0.0807248,Not Significant
208878_s_at,0.9181,0.140342,Not Significant
220294_at,0.9181,-0.1087732,Not Significant
204532_x_at,0.9182,-0.0845367,Not Significant
205291_at,0.9182,0.0690385,Not Significant
203764_at,0.9182,-0.0927069,Not Significant
206429_at,0.9183,0.2163436,Not Significant
210716_s_at,0.9183,-0.0955104,Not Significant
208398_s_at,0.9183,-0.1217096,Not Significant
210785_s_at,0.9183,-0.1900238,Not Significant
201047_x_at,0.9183,0.102575,Not Significant
215895_x_at,0.9183,0.1112002,Not Significant
216062_at,0.9184,0.1100103,Not Significant
215598_at,0.9185,-0.134331,Not Significant
209846_s_at,0.9185,0.1534525,Not Significant
215749_s_at,0.9185,-0.1003452,Not Significant
221571_at,0.9186,-0.1561774,Not Significant
214442_s_at,0.9187,-0.0840613,Not Significant
206846_s_at,0.9187,-0.0913603,Not Significant
212752_at,0.9187,-0.1107716,Not Significant
205584_at,0.9188,0.12611,Not Significant
202433_at,0.9188,0.1136678,Not Significant
220385_at,0.9189,-0.1029785,Not Significant
219783_at,0.9189,0.1788073,Not Significant
215077_at,0.9189,-0.155265,Not Significant
214669_x_at,0.9189,0.1653098,Not Significant
216412_x_at,0.9189,0.1317176,Not Significant
207712_at,0.9189,0.2065761,Not Significant
214391_x_at,0.9189,-0.075714,Not Significant
203441_s_at,0.919,-0.086501,Not Significant
221266_s_at,0.919,0.1345352,Not Significant
215746_at,0.919,0.1446471,Not Significant
202686_s_at,0.9191,0.1303806,Not Significant
203255_at,0.9191,-0.1185667,Not Significant
218794_s_at,0.9192,0.1376964,Not Significant
221630_s_at,0.9192,-0.0942432,Not Significant
215218_s_at,0.9192,0.0960389,Not Significant
219079_at,0.9192,-0.149127,Not Significant
214846_s_at,0.9192,-0.1038463,Not Significant
221867_at,0.9192,-0.1012608,Not Significant
216230_x_at,0.9195,-0.1496582,Not Significant
217006_x_at,0.9195,-0.1006389,Not Significant
214875_x_at,0.9195,-0.1763315,Not Significant
219257_s_at,0.9195,0.1030373,Not Significant
215636_at,0.9195,-0.1073574,Not Significant
209645_s_at,0.9195,-0.2330151,Not Significant
207034_s_at,0.9195,-0.1919436,Not Significant
206304_at,0.9195,0.1441475,Not Significant
208529_at,0.9195,-0.0989628,Not Significant
212644_s_at,0.9195,-0.0790991,Not Significant
41553_at,0.9195,-0.1119865,Not Significant
215301_at,0.9195,0.1531747,Not Significant
219286_s_at,0.9195,-0.1896212,Not Significant
212146_at,0.9195,-0.1857323,Not Significant
221070_s_at,0.9195,-0.0949748,Not Significant
210361_s_at,0.9195,-0.117713,Not Significant
206637_at,0.9195,-0.1225007,Not Significant
212885_at,0.9195,-0.087325,Not Significant
219220_x_at,0.9195,0.1076805,Not Significant
205169_at,0.9195,0.0840434,Not Significant
204706_at,0.9195,0.1401442,Not Significant
203499_at,0.9195,0.2213453,Not Significant
204736_s_at,0.9195,-0.1132627,Not Significant
215104_at,0.9195,0.0852465,Not Significant
211061_s_at,0.9195,-0.0986935,Not Significant
215789_s_at,0.9195,-0.1705715,Not Significant
212880_at,0.9195,0.1728161,Not Significant
203603_s_at,0.9195,0.1667125,Not Significant
46167_at,0.9195,0.1222338,Not Significant
209141_at,0.9195,0.0709538,Not Significant
204804_at,0.9195,-0.09915,Not Significant
219022_at,0.9195,0.1355868,Not Significant
220576_at,0.9195,0.1050022,Not Significant
211644_x_at,0.9195,-0.1109254,Not Significant
216591_s_at,0.9195,0.1166233,Not Significant
215118_s_at,0.9195,-0.1174624,Not Significant
214218_s_at,0.9195,0.1434321,Not Significant
220456_at,0.9195,0.089084,Not Significant
208292_at,0.9195,0.1043876,Not Significant
222210_at,0.9195,-0.144572,Not Significant
221355_at,0.9195,0.0882999,Not Significant
202780_at,0.9195,-0.1673039,Not Significant
210163_at,0.9195,-0.2297042,Not Significant
222201_s_at,0.9195,-0.1686397,Not Significant
206912_at,0.9195,-0.128792,Not Significant
202626_s_at,0.9195,0.1583875,Not Significant
202618_s_at,0.9195,-0.1174061,Not Significant
209327_s_at,0.9195,-0.0896148,Not Significant
206723_s_at,0.9195,0.2388779,Not Significant
203723_at,0.9195,-0.1240681,Not Significant
201108_s_at,0.9195,-0.0723721,Not Significant
203445_s_at,0.9195,-0.079115,Not Significant
209665_at,0.9195,-0.0837223,Not Significant
205805_s_at,0.9195,-0.0996361,Not Significant
205545_x_at,0.9195,0.1391618,Not Significant
211842_s_at,0.9195,-0.0969155,Not Significant
200647_x_at,0.9195,0.1735575,Not Significant
216220_s_at,0.9195,0.0801377,Not Significant
220156_at,0.9195,-0.1312298,Not Significant
218391_at,0.9195,0.0888928,Not Significant
206024_at,0.9195,-0.128247,Not Significant
34471_at,0.9195,0.1458629,Not Significant
210054_at,0.9195,0.1093551,Not Significant
