Gene_Id,padj,logFC,Classification
209602_s_at,0.0609,3.7054358,Not Significant
205968_at,0.1181,1.933609,Not Significant
208608_s_at,0.1494,-2.1511964,Not Significant
202088_at,0.2452,1.7845901,Not Significant
213693_s_at,0.2452,3.359939,Not Significant
219481_at,0.2452,2.1666754,Not Significant
201629_s_at,0.2452,1.1436643,Not Significant
218712_at,0.2452,2.0722363,Not Significant
201596_x_at,0.2452,2.9711090000000002,Not Significant
205225_at,0.2452,1.195559,Not Significant
201242_s_at,0.2452,2.216679,Not Significant
208737_at,0.2452,1.7673799,Not Significant
204330_s_at,0.2452,1.7945659,Not Significant
201243_s_at,0.2452,1.5664686,Not Significant
201005_at,0.2452,3.7196055,Not Significant
222247_at,0.2452,-2.3550841,Not Significant
222369_at,0.2452,1.5650428,Not Significant
222140_s_at,0.2452,1.6220879,Not Significant
219568_x_at,0.2452,-2.5533098,Not Significant
209942_x_at,0.2452,-1.7224034,Not Significant
222163_s_at,0.2452,1.9466315,Not Significant
209603_at,0.2452,1.9652523,Not Significant
204419_x_at,0.2452,-2.4486283,Not Significant
214451_at,0.2772,2.4540162,Not Significant
213326_at,0.2776,1.6147994,Not Significant
216868_s_at,0.2776,-2.6020217,Not Significant
206378_at,0.2776,2.1763519,Not Significant
220200_s_at,0.2776,-2.1114116,Not Significant
202291_s_at,0.2817,2.1271778,Not Significant
209524_at,0.3231,1.9438998,Not Significant
209459_s_at,0.3231,3.3508319,Not Significant
203215_s_at,0.3231,1.6759587,Not Significant
217842_at,0.3287,3.1527077,Not Significant
203519_s_at,0.3287,1.8137285,Not Significant
207107_at,0.3287,-1.9624517,Not Significant
217986_s_at,0.3287,1.846623,Not Significant
206509_at,0.3287,2.4723438,Not Significant
216095_x_at,0.3287,1.5533684,Not Significant
201031_s_at,0.3287,1.0473917,Not Significant
207254_at,0.3287,-1.3854144,Not Significant
218313_s_at,0.3287,2.5023891,Not Significant
213808_at,0.3287,-1.248449,Not Significant
218477_at,0.3287,2.23095,Not Significant
201650_at,0.3287,4.2976364,Not Significant
204938_s_at,0.3287,-1.444234,Not Significant
201131_s_at,0.3287,2.6809667,Not Significant
214113_s_at,0.3287,1.0393794,Not Significant
209604_s_at,0.3287,1.8230803,Not Significant
213176_s_at,0.3287,-1.6366351,Not Significant
218237_s_at,0.3287,1.5796457,Not Significant
218640_s_at,0.3287,1.3225835,Not Significant
213653_at,0.3287,1.9358364,Not Significant
221949_at,0.3287,-1.4683331,Not Significant
206962_x_at,0.3287,1.1646362,Not Significant
203453_at,0.3287,1.7764746,Not Significant
211893_x_at,0.3287,-0.9421637,Not Significant
206455_s_at,0.3287,-1.2852271,Not Significant
220948_s_at,0.3287,1.5412094,Not Significant
216126_at,0.3287,-1.1937533,Not Significant
221183_at,0.3287,-1.2173603,Not Significant
214388_at,0.3287,1.0258563,Not Significant
201335_s_at,0.3287,1.351346,Not Significant
216407_at,0.3287,-1.442837,Not Significant
201758_at,0.3287,1.3936487,Not Significant
221751_at,0.3287,1.0360282,Not Significant
217403_s_at,0.3287,-0.960068,Not Significant
216653_at,0.3287,1.1731119,Not Significant
216573_at,0.3287,-1.6170556,Not Significant
206506_s_at,0.3287,-1.2107216,Not Significant
266_s_at,0.3287,3.8978526,Not Significant
222103_at,0.3287,2.9657961,Not Significant
207316_at,0.3287,-1.5918317,Not Significant
203770_s_at,0.3287,-1.1892938,Not Significant
215887_at,0.3368,-1.0250163,Not Significant
207559_s_at,0.3368,1.4581614,Not Significant
221497_x_at,0.3368,-1.3612525,Not Significant
211647_x_at,0.3368,1.7175042,Not Significant
203124_s_at,0.3368,2.0426124,Not Significant
211375_s_at,0.3395,1.6465184,Not Significant
217102_at,0.3395,-1.0000809,Not Significant
202953_at,0.3395,-1.400157,Not Significant
212406_s_at,0.3395,1.0229186,Not Significant
217046_s_at,0.3436,-1.2764097,Not Significant
206009_at,0.345,-1.3577794,Not Significant
207748_at,0.345,0.9418161,Not Significant
212779_at,0.345,1.339464,Not Significant
212502_at,0.3467,1.5486357,Not Significant
202911_at,0.3467,1.6178341999999999,Not Significant
209796_s_at,0.3467,1.482599,Not Significant
201461_s_at,0.3467,-1.4415498,Not Significant
209209_s_at,0.3467,-1.7960618,Not Significant
214889_at,0.3467,-1.7835646,Not Significant
205292_s_at,0.3467,1.3656182,Not Significant
209586_s_at,0.3467,1.045768,Not Significant
210596_at,0.3467,1.1200258,Not Significant
203613_s_at,0.3467,1.320454,Not Significant
202814_s_at,0.3467,0.9942944,Not Significant
209775_x_at,0.3467,-1.8951958,Not Significant
202193_at,0.3467,2.3689478,Not Significant
212173_at,0.3467,-1.713885,Not Significant
212692_s_at,0.3467,2.325149,Not Significant
219434_at,0.3467,1.0777724,Not Significant
202089_s_at,0.3467,1.0741653,Not Significant
221505_at,0.35,1.2209258,Not Significant
211987_at,0.35,1.2360473,Not Significant
209526_s_at,0.3585,1.0776003,Not Significant
213354_s_at,0.3612,-0.9710019,Not Significant
209309_at,0.3612,2.1656955,Not Significant
205610_at,0.3612,-1.2107827,Not Significant
207481_at,0.362,1.6306518,Not Significant
211946_s_at,0.3673,1.63845,Not Significant
200854_at,0.3748,1.3392918,Not Significant
202931_x_at,0.3844,-1.094303,Not Significant
201417_at,0.3848,2.7702384,Not Significant
219494_at,0.386,1.2490824,Not Significant
205461_at,0.386,-1.0777257,Not Significant
211706_s_at,0.386,-1.5100014,Not Significant
221583_s_at,0.386,-1.7349141,Not Significant
220282_at,0.3886,-1.9459071,Not Significant
213518_at,0.3886,1.9847405,Not Significant
201939_at,0.3886,1.754336,Not Significant
214168_s_at,0.3886,0.9972626,Not Significant
202963_at,0.3886,1.2955933,Not Significant
207648_at,0.3886,-1.1668109,Not Significant
201711_x_at,0.3886,1.8522768,Not Significant
221331_x_at,0.3886,-1.0017629,Not Significant
210962_s_at,0.3918,1.3644586,Not Significant
200821_at,0.3935,2.6129051,Not Significant
218715_at,0.3954,1.4737402,Not Significant
217979_at,0.3954,0.8795256,Not Significant
209173_at,0.3954,3.6965598,Not Significant
210715_s_at,0.3954,2.0985141,Not Significant
200606_at,0.3954,1.2989895,Not Significant
203047_at,0.3962,-1.3401121,Not Significant
211179_at,0.3962,-1.1290076,Not Significant
221610_s_at,0.3962,0.9470324,Not Significant
208682_s_at,0.3962,2.2340387,Not Significant
205478_at,0.3962,-2.3318027,Not Significant
38037_at,0.3962,-1.0577486,Not Significant
204309_at,0.3962,-1.5695489,Not Significant
215034_s_at,0.3962,1.4227356,Not Significant
216142_at,0.3962,-1.3211134,Not Significant
217794_at,0.3962,1.6244453,Not Significant
207941_s_at,0.3962,0.9716993,Not Significant
218740_s_at,0.3962,1.2403993,Not Significant
203894_at,0.3962,-0.980643,Not Significant
215039_at,0.3962,-1.4948998,Not Significant
209899_s_at,0.3962,2.0269036,Not Significant
210406_s_at,0.398,1.6850338,Not Significant
219118_at,0.398,-1.1023958,Not Significant
204014_at,0.398,2.30833,Not Significant
214460_at,0.398,-1.6802807,Not Significant
207071_s_at,0.398,-0.9797272,Not Significant
206491_s_at,0.398,-1.0968165,Not Significant
203848_at,0.398,1.1388041,Not Significant
203066_at,0.398,1.1250726,Not Significant
202890_at,0.398,2.4804277,Not Significant
204223_at,0.398,-1.64492,Not Significant
37549_g_at,0.398,-1.3283374,Not Significant
202823_at,0.398,0.8572281,Not Significant
211155_s_at,0.398,-1.3335608,Not Significant
208185_x_at,0.398,1.1198684,Not Significant
208783_s_at,0.398,1.1332371,Not Significant
213111_at,0.398,1.8310618,Not Significant
215404_x_at,0.398,0.9649507,Not Significant
204134_at,0.398,-1.5462571,Not Significant
202160_at,0.398,1.5307403,Not Significant
207967_at,0.398,-0.8692373,Not Significant
218230_at,0.398,1.0582799,Not Significant
218541_s_at,0.398,1.7165657,Not Significant
200792_at,0.398,1.5453113,Not Significant
213764_s_at,0.398,-3.3391614,Not Significant
215629_s_at,0.398,1.0424607,Not Significant
213135_at,0.398,0.9480716,Not Significant
201371_s_at,0.398,0.9314622,Not Significant
215650_at,0.398,-1.3242817,Not Significant
213511_s_at,0.398,1.5080464,Not Significant
212956_at,0.398,1.1890895,Not Significant
215774_s_at,0.398,-1.3635582,Not Significant
200852_x_at,0.398,0.9161195,Not Significant
201110_s_at,0.398,1.2164261,Not Significant
220120_s_at,0.398,-1.4870092,Not Significant
202688_at,0.398,1.3653113,Not Significant
219934_s_at,0.398,-0.8803556,Not Significant
208526_at,0.398,-1.205665,Not Significant
202023_at,0.398,1.3058734,Not Significant
40189_at,0.4011,1.0007608,Not Significant
219259_at,0.4011,-1.1967949,Not Significant
219913_s_at,0.4052,2.007849,Not Significant
208170_s_at,0.4052,-1.2216446,Not Significant
213605_s_at,0.4052,2.5354946,Not Significant
208400_at,0.4052,-1.1299075,Not Significant
209990_s_at,0.4052,1.4381833,Not Significant
209188_x_at,0.4052,1.1291329,Not Significant
37953_s_at,0.4052,-1.4973926,Not Significant
220420_at,0.4052,-1.1751194,Not Significant
209859_at,0.4052,1.2509033,Not Significant
209793_at,0.4052,-0.9759248,Not Significant
217778_at,0.4052,1.1009795,Not Significant
211199_s_at,0.4052,-1.2324221,Not Significant
215245_x_at,0.4052,1.1638616,Not Significant
209475_at,0.4052,1.208299,Not Significant
211784_s_at,0.4061,1.0998992,Not Significant
201447_at,0.4095,0.8769523,Not Significant
206813_at,0.4095,-1.748418,Not Significant
201273_s_at,0.4095,1.5791325,Not Significant
201448_at,0.4095,2.4097043,Not Significant
219037_at,0.4095,0.9486384,Not Significant
221189_s_at,0.4095,-0.8995798,Not Significant
204653_at,0.4095,1.3882826,Not Significant
211492_s_at,0.4095,-1.3438993,Not Significant
90265_at,0.4095,-1.4807944,Not Significant
217816_s_at,0.4095,0.9859419,Not Significant
204735_at,0.4095,-0.8242095,Not Significant
212153_at,0.4121,1.3599746,Not Significant
220074_at,0.4124,-1.1261183,Not Significant
218962_s_at,0.4124,0.9883201,Not Significant
221788_at,0.4124,-1.2263592,Not Significant
201413_at,0.4124,0.8664337,Not Significant
221971_x_at,0.4124,1.0789677,Not Significant
214414_x_at,0.4124,-2.0321062,Not Significant
207078_at,0.4124,1.4510943,Not Significant
217028_at,0.4124,1.422136,Not Significant
212538_at,0.4124,1.1321399,Not Significant
220832_at,0.4124,-0.9386148,Not Significant
205166_at,0.4124,-1.2381881,Not Significant
213459_at,0.4179,1.0734572,Not Significant
200626_s_at,0.4179,1.9438662,Not Significant
207275_s_at,0.4179,-1.0892895,Not Significant
32837_at,0.4179,-0.8056549,Not Significant
217941_s_at,0.4179,0.7002975,Not Significant
215683_at,0.4179,0.8972216,Not Significant
213554_s_at,0.4179,-1.1155087,Not Significant
210460_s_at,0.4179,1.4720172,Not Significant
213654_at,0.4179,0.7708358,Not Significant
203739_at,0.4179,1.3388919,Not Significant
203912_s_at,0.4179,-0.8795285,Not Significant
203809_s_at,0.4179,-1.2937708,Not Significant
221230_s_at,0.4179,0.8464247,Not Significant
212364_at,0.4179,0.7697028,Not Significant
207237_at,0.4179,-0.6995318,Not Significant
201690_s_at,0.4179,1.4074763,Not Significant
201409_s_at,0.4179,1.2459804,Not Significant
205339_at,0.4179,0.7894926,Not Significant
211916_s_at,0.4179,-0.6944296,Not Significant
200068_s_at,0.4179,0.858615,Not Significant
214826_at,0.4179,-1.3466936,Not Significant
205471_s_at,0.4179,1.9552458,Not Significant
216834_at,0.4179,1.5888254,Not Significant
201839_s_at,0.4179,1.9270937,Not Significant
207484_s_at,0.4179,-1.2023263,Not Significant
212281_s_at,0.4179,2.1413933,Not Significant
219802_at,0.4179,0.9369689,Not Significant
208846_s_at,0.4179,1.2924906,Not Significant
217200_x_at,0.4179,1.2437096,Not Significant
201362_at,0.4179,0.9949096,Not Significant
215049_x_at,0.4179,-1.3204593,Not Significant
201132_at,0.4179,1.0824627,Not Significant
209771_x_at,0.4179,1.8580774,Not Significant
213918_s_at,0.4179,1.6527876,Not Significant
206623_at,0.4179,-1.4491073,Not Significant
211098_x_at,0.4179,-0.9570152,Not Significant
207036_x_at,0.4179,-1.9617293,Not Significant
215025_at,0.4179,-0.8227676,Not Significant
200654_at,0.4179,2.02476,Not Significant
202588_at,0.4179,-0.8820835,Not Significant
200098_s_at,0.4179,1.0060134,Not Significant
202375_at,0.4179,0.9449436,Not Significant
205827_at,0.4179,-1.3583411,Not Significant
218215_s_at,0.4179,-1.1238705,Not Significant
203132_at,0.4179,1.1034512,Not Significant
210891_s_at,0.4179,0.7282061,Not Significant
201079_at,0.4179,1.4648364,Not Significant
202603_at,0.4179,0.7232526,Not Significant
217956_s_at,0.4179,1.4373484,Not Significant
203302_at,0.4179,1.0202138,Not Significant
40255_at,0.4179,0.8987149,Not Significant
210551_s_at,0.4179,-1.0884236,Not Significant
209693_at,0.4179,1.7562715,Not Significant
209386_at,0.4179,1.1423527,Not Significant
211044_at,0.4179,-0.9555976,Not Significant
203117_s_at,0.4179,1.3162097,Not Significant
203012_x_at,0.4179,1.2713602,Not Significant
219109_at,0.4179,1.2508456,Not Significant
219495_s_at,0.4179,1.5790019,Not Significant
207453_s_at,0.4179,-0.7947229,Not Significant
207203_s_at,0.4179,-0.9726716,Not Significant
218696_at,0.4179,1.3034857,Not Significant
211740_at,0.4179,-0.9741932,Not Significant
212560_at,0.4179,0.8927972,Not Significant
215810_x_at,0.4179,1.1732034,Not Significant
203851_at,0.4179,-0.9935145,Not Significant
222258_s_at,0.4179,1.4352208,Not Significant
206604_at,0.4179,-1.0408372,Not Significant
221009_s_at,0.4179,-1.458814,Not Significant
208497_x_at,0.4179,-0.8002961,Not Significant
216306_x_at,0.4179,0.9171105,Not Significant
200944_s_at,0.4179,1.0079342,Not Significant
201380_at,0.4179,-0.7346313,Not Significant
209351_at,0.4179,2.135276,Not Significant
216072_at,0.4179,-1.6813894,Not Significant
209694_at,0.4179,1.2319057,Not Significant
202286_s_at,0.4179,2.2791289,Not Significant
200864_s_at,0.4179,1.1049368,Not Significant
217447_at,0.4179,-1.2449613,Not Significant
201911_s_at,0.4179,1.4212423,Not Significant
212036_s_at,0.4179,1.8753404,Not Significant
204668_at,0.4179,-0.7607898,Not Significant
216762_at,0.4179,-1.1711764,Not Significant
214686_at,0.4179,0.9997847,Not Significant
211699_x_at,0.4179,-1.3621262,Not Significant
205679_x_at,0.4179,-1.1988782,Not Significant
200851_s_at,0.4179,1.4843455,Not Significant
204764_at,0.4179,-1.5346642,Not Significant
204876_at,0.4179,-1.2953377,Not Significant
205164_at,0.4179,-0.9570693,Not Significant
201661_s_at,0.4179,0.9057634,Not Significant
218189_s_at,0.4179,1.9320863,Not Significant
219885_at,0.4179,-1.0679205,Not Significant
210203_at,0.4179,-1.364098,Not Significant
218830_at,0.4179,0.7320622,Not Significant
220741_s_at,0.4179,1.2058969,Not Significant
213019_at,0.4179,1.6236814,Not Significant
202372_at,0.4179,0.952126,Not Significant
209023_s_at,0.4179,1.6880972,Not Significant
209780_at,0.4179,1.5032855,Not Significant
209321_s_at,0.4179,0.9068834,Not Significant
220553_s_at,0.4179,0.9151159,Not Significant
217962_at,0.4179,-0.9669057,Not Significant
212875_s_at,0.4179,-1.2432559,Not Significant
212646_at,0.4179,-0.6957534,Not Significant
219030_at,0.4179,1.3767352,Not Significant
218842_at,0.4179,1.0773553,Not Significant
207627_s_at,0.4179,-1.1314141,Not Significant
215587_x_at,0.4179,1.3020549,Not Significant
221736_at,0.4179,0.7388129,Not Significant
216199_s_at,0.4179,1.2330453,Not Significant
212015_x_at,0.4179,1.5024445,Not Significant
202956_at,0.4179,1.3353927,Not Significant
206693_at,0.4179,1.3055176,Not Significant
221193_s_at,0.4179,1.1405739,Not Significant
202451_at,0.4179,1.2314809,Not Significant
212256_at,0.4179,1.157608,Not Significant
221117_at,0.4179,-0.8321651,Not Significant
213023_at,0.4179,-1.0598621,Not Significant
205228_at,0.4179,-1.0010075,Not Significant
214280_x_at,0.4179,1.5633812,Not Significant
215320_at,0.4179,-0.8742268,Not Significant
215340_at,0.4179,-1.2604793,Not Significant
206401_s_at,0.4179,-0.9115186,Not Significant
211968_s_at,0.4179,0.69573,Not Significant
205789_at,0.4179,-1.9436769,Not Significant
213012_at,0.4179,1.4168756,Not Significant
210675_s_at,0.4179,-1.1381221,Not Significant
206365_at,0.4179,-1.6697215,Not Significant
204788_s_at,0.4179,-1.0863064,Not Significant
213136_at,0.4179,1.5322427,Not Significant
221918_at,0.4179,0.7887661,Not Significant
202915_s_at,0.4179,1.3632878,Not Significant
220437_at,0.4179,-0.9536821,Not Significant
202018_s_at,0.4179,2.2382647,Not Significant
212638_s_at,0.4179,1.6730485,Not Significant
220546_at,0.4179,-1.3415322,Not Significant
203447_at,0.4179,0.7249415,Not Significant
221806_s_at,0.4179,1.0264399,Not Significant
204886_at,0.4179,-1.1341087,Not Significant
210327_s_at,0.4179,-1.1237671,Not Significant
209964_s_at,0.4179,-0.7099078,Not Significant
213724_s_at,0.4179,-1.0179612,Not Significant
212342_at,0.4179,1.7760323,Not Significant
202846_s_at,0.4179,1.0359888,Not Significant
212446_s_at,0.4179,1.1045626,Not Significant
201442_s_at,0.4179,-0.8281936,Not Significant
209974_s_at,0.4179,0.9167066,Not Significant
213774_s_at,0.4179,-0.8133156,Not Significant
203167_at,0.4179,-0.8752043,Not Significant
217880_at,0.4179,1.0394634,Not Significant
219058_x_at,0.4179,-1.6351893,Not Significant
203023_at,0.4179,-1.3914283,Not Significant
221530_s_at,0.4179,1.1431465,Not Significant
201372_s_at,0.4179,1.55132,Not Significant
213684_s_at,0.4179,1.7388568,Not Significant
219295_s_at,0.4179,-1.8305688,Not Significant
201947_s_at,0.4179,2.3962561,Not Significant
203301_s_at,0.4179,1.2365618,Not Significant
207410_s_at,0.4179,-1.417205,Not Significant
200593_s_at,0.4179,0.9591758,Not Significant
210783_x_at,0.4179,-1.2177342,Not Significant
214386_at,0.4179,0.9112895,Not Significant
217073_x_at,0.4179,-0.801905,Not Significant
201348_at,0.4179,-1.274512,Not Significant
215607_x_at,0.4179,0.8644925,Not Significant
207996_s_at,0.4179,1.0528891,Not Significant
203654_s_at,0.4179,0.9789665,Not Significant
212961_x_at,0.4179,1.2980332,Not Significant
209068_at,0.4179,1.0681433,Not Significant
212151_at,0.4179,0.9990343,Not Significant
217645_at,0.4179,-0.8427165,Not Significant
210752_s_at,0.4179,-1.1816321,Not Significant
214737_x_at,0.4179,1.1803323,Not Significant
201997_s_at,0.4179,1.2256618,Not Significant
221223_x_at,0.4179,-0.8073064,Not Significant
212918_at,0.4179,1.6779506,Not Significant
205156_s_at,0.4179,-1.1635107,Not Significant
214678_x_at,0.4179,2.3962222,Not Significant
212131_at,0.4179,1.6249769,Not Significant
202769_at,0.4179,0.8432792,Not Significant
213524_s_at,0.4179,-1.3573058,Not Significant
218671_s_at,0.4179,0.9142162,Not Significant
221423_s_at,0.4179,-1.2366541,Not Significant
200043_at,0.4179,1.6633243,Not Significant
213182_x_at,0.4179,-0.7714084,Not Significant
216193_at,0.4179,-1.132439,Not Significant
213063_at,0.4179,0.8266601,Not Significant
218909_at,0.4179,1.2964745,Not Significant
218604_at,0.4179,1.0607957,Not Significant
207722_s_at,0.4179,-1.4951396,Not Significant
206055_s_at,0.4179,1.7877439,Not Significant
213793_s_at,0.4179,2.1190871,Not Significant
205712_at,0.4179,-0.6944083,Not Significant
211459_at,0.4179,-0.9366497,Not Significant
208651_x_at,0.4179,1.1307761,Not Significant
207815_at,0.4179,-1.1792415,Not Significant
212766_s_at,0.4179,0.9884602,Not Significant
221553_at,0.4179,1.1184338,Not Significant
208511_at,0.4179,-1.1994625,Not Significant
215572_at,0.4179,-1.0337362,Not Significant
219583_s_at,0.4179,0.7240697,Not Significant
202750_s_at,0.4179,1.1174766,Not Significant
203846_at,0.4179,-0.7650143,Not Significant
206225_at,0.4179,-1.7898207,Not Significant
219982_s_at,0.4179,1.3254215,Not Significant
216354_at,0.4179,-1.2195656,Not Significant
206985_at,0.4179,-1.3737305,Not Significant
201311_s_at,0.4179,1.2223595,Not Significant
203917_at,0.4179,1.5648451,Not Significant
218832_x_at,0.4179,-1.1397856,Not Significant
201277_s_at,0.4179,1.9509105,Not Significant
209016_s_at,0.4179,2.5528577,Not Significant
220325_at,0.4179,-1.1922763,Not Significant
206131_at,0.4179,-0.7559253,Not Significant
204868_at,0.4179,0.9047444,Not Significant
203738_at,0.4179,0.8584779,Not Significant
221950_at,0.4179,-1.03568,Not Significant
221314_at,0.4179,-0.736509,Not Significant
204198_s_at,0.4179,0.7982068,Not Significant
217644_s_at,0.4179,-1.1975817,Not Significant
202396_at,0.4179,0.9184275,Not Significant
205559_s_at,0.4179,-2.1106616,Not Significant
219083_at,0.4179,1.302603,Not Significant
216331_at,0.4179,-1.2877008,Not Significant
213810_s_at,0.4179,-1.3007707,Not Significant
202837_at,0.4179,1.2806415,Not Significant
222271_at,0.4179,-0.865071,Not Significant
205629_s_at,0.4179,-0.8623103,Not Significant
212498_at,0.4179,1.2276858,Not Significant
206179_s_at,0.4179,-0.786446,Not Significant
201493_s_at,0.4179,1.3632236,Not Significant
208426_x_at,0.4179,-1.318773,Not Significant
222325_at,0.4179,-0.9100825,Not Significant
220044_x_at,0.4179,0.7511071,Not Significant
219618_at,0.4179,1.0847516,Not Significant
210399_x_at,0.4179,-1.0460599,Not Significant
209952_s_at,0.4179,-0.9413838,Not Significant
206449_s_at,0.4179,-0.7972741,Not Significant
216671_x_at,0.4179,-0.8728369,Not Significant
203743_s_at,0.4179,1.0001476,Not Significant
210356_x_at,0.4179,-0.6654011,Not Significant
206640_x_at,0.4179,-1.6914112,Not Significant
203267_s_at,0.4179,-0.9019747,Not Significant
200947_s_at,0.4179,1.5133831,Not Significant
211864_s_at,0.4179,0.9963602,Not Significant
219543_at,0.4179,-0.686263,Not Significant
219288_at,0.4179,1.0896743,Not Significant
211561_x_at,0.4179,-1.0595024,Not Significant
203157_s_at,0.4179,-0.6980988,Not Significant
218246_at,0.4179,-0.946738,Not Significant
202489_s_at,0.4179,1.7858255,Not Significant
216150_at,0.4179,-1.3071164,Not Significant
212209_at,0.4179,0.7901614,Not Significant
214096_s_at,0.4179,1.3196799,Not Significant
208808_s_at,0.4179,1.0897378,Not Significant
214360_at,0.4179,-1.1580582,Not Significant
220310_at,0.4179,-1.0888451,Not Significant
201786_s_at,0.4179,0.9144716,Not Significant
207601_at,0.4179,-1.1311754,Not Significant
201263_at,0.4179,1.1910114,Not Significant
208862_s_at,0.4179,1.1577634,Not Significant
204633_s_at,0.4179,1.1220606,Not Significant
215977_x_at,0.4179,-1.5402667,Not Significant
203318_s_at,0.4179,-1.0147895,Not Significant
219334_s_at,0.4179,-1.2706128,Not Significant
210357_s_at,0.4179,0.9136772,Not Significant
214888_at,0.4179,-0.9121972,Not Significant
205722_s_at,0.4179,-0.8236968,Not Significant
203983_at,0.4179,0.7972637,Not Significant
212781_at,0.4179,0.926506,Not Significant
210413_x_at,0.4179,-0.8388832,Not Significant
203581_at,0.4179,1.3850793,Not Significant
52159_at,0.4179,0.8792487,Not Significant
207436_x_at,0.4179,0.9318752,Not Significant
200968_s_at,0.4179,2.0130195,Not Significant
219433_at,0.4179,2.0505769,Not Significant
201689_s_at,0.4179,1.7783159,Not Significant
203420_at,0.4179,1.8325603,Not Significant
208988_at,0.4179,1.7102074,Not Significant
214500_at,0.4179,-0.9950221,Not Significant
210298_x_at,0.4179,-1.0018236,Not Significant
215495_s_at,0.4179,-1.5757486,Not Significant
216878_x_at,0.4179,-1.391951,Not Significant
207786_at,0.4179,-1.7301702,Not Significant
210964_s_at,0.4179,-1.646329,Not Significant
214791_at,0.4179,-1.5400384,Not Significant
218393_s_at,0.4179,0.7713734,Not Significant
211010_s_at,0.4179,-1.2217655,Not Significant
217167_x_at,0.4179,-1.0863836,Not Significant
203740_at,0.4179,0.8613682,Not Significant
215562_at,0.4179,-1.0862634,Not Significant
201293_x_at,0.4179,0.7769479,Not Significant
206220_s_at,0.4179,-0.81381,Not Significant
212128_s_at,0.4179,-1.2678569,Not Significant
208210_at,0.4179,-0.8420174,Not Significant
212626_x_at,0.4179,1.3509345,Not Significant
201327_s_at,0.4179,1.0765554,Not Significant
203038_at,0.4179,0.6346354,Not Significant
216247_at,0.4179,-1.0946788,Not Significant
207833_s_at,0.4179,-0.9624854,Not Significant
207989_at,0.4179,-1.1173937,Not Significant
200033_at,0.4179,0.9319635,Not Significant
219007_at,0.4179,1.6099026,Not Significant
215279_at,0.4179,-0.9995607,Not Significant
212515_s_at,0.4179,2.3015768,Not Significant
214093_s_at,0.4179,1.1927206,Not Significant
210382_at,0.4179,-1.0654415,Not Significant
212864_at,0.4179,1.0536008,Not Significant
222204_s_at,0.4179,1.3775878,Not Significant
203224_at,0.4179,0.7739814,Not Significant
204181_s_at,0.4179,-1.0450999,Not Significant
221733_s_at,0.4179,-0.792656,Not Significant
201361_at,0.4179,-0.762605,Not Significant
219190_s_at,0.4179,0.9829276,Not Significant
210316_at,0.4179,-0.8398634,Not Significant
222177_s_at,0.4179,-0.9359222,Not Significant
212421_at,0.4179,-0.6187774,Not Significant
213493_at,0.4179,-1.9321391,Not Significant
222350_at,0.4179,-0.8813256,Not Significant
221434_s_at,0.4179,0.9035094,Not Significant
217248_s_at,0.4179,-0.8383432,Not Significant
215528_at,0.4179,-0.6513083,Not Significant
215250_at,0.4179,-1.4380928,Not Significant
200631_s_at,0.4179,1.009714,Not Significant
211342_x_at,0.4179,-1.1136408,Not Significant
204539_s_at,0.4179,1.1474278,Not Significant
200754_x_at,0.4179,0.9990873,Not Significant
219031_s_at,0.4179,1.2922677,Not Significant
219806_s_at,0.4179,0.8796534,Not Significant
200969_at,0.4179,0.9639687,Not Significant
218263_s_at,0.4179,2.1687894,Not Significant
205154_at,0.4179,-0.7692114,Not Significant
201385_at,0.4179,2.117329,Not Significant
208863_s_at,0.4179,1.490852,Not Significant
221854_at,0.4179,-0.775188,Not Significant
218677_at,0.4179,1.517412,Not Significant
210130_s_at,0.4179,-0.6968816,Not Significant
213782_s_at,0.4179,-0.8482377,Not Significant
212458_at,0.4179,0.9683719,Not Significant
216608_at,0.4179,1.0300205,Not Significant
208472_at,0.4179,-0.7788207,Not Significant
208864_s_at,0.4179,0.7629189,Not Significant
208175_s_at,0.4179,-1.2837949,Not Significant
213786_at,0.4179,1.1298564,Not Significant
204778_x_at,0.4179,-1.6341729,Not Significant
216379_x_at,0.4179,1.9493091,Not Significant
211687_x_at,0.4179,-0.8707425,Not Significant
203008_x_at,0.4179,1.1357322,Not Significant
213142_x_at,0.4179,0.7078243,Not Significant
204142_at,0.4179,1.9180852,Not Significant
221843_s_at,0.4179,-0.8623901,Not Significant
209451_at,0.4179,1.5966466,Not Significant
215599_at,0.4179,1.6687222,Not Significant
201549_x_at,0.4179,0.7273272,Not Significant
209696_at,0.4179,1.2083848,Not Significant
221472_at,0.4179,0.9434405,Not Significant
213086_s_at,0.4179,0.6626384,Not Significant
202285_s_at,0.4179,-0.9117556,Not Significant
202413_s_at,0.4179,1.6371935,Not Significant
200060_s_at,0.4179,0.9904722,Not Significant
216024_at,0.4179,-0.8041433,Not Significant
218960_at,0.4179,-0.7674453,Not Significant
208517_x_at,0.4179,2.0030167,Not Significant
213412_at,0.4179,-0.8933339,Not Significant
212621_at,0.4179,1.0232359,Not Significant
214407_x_at,0.4179,-1.0140306,Not Significant
200080_s_at,0.4179,0.8270986,Not Significant
208948_s_at,0.4179,0.7643716,Not Significant
218049_s_at,0.4179,1.8703329,Not Significant
200720_s_at,0.4179,-1.1564677,Not Significant
209265_s_at,0.4179,1.6172513,Not Significant
208889_s_at,0.4179,-1.0857779,Not Significant
203714_s_at,0.4179,0.7535282,Not Significant
